Order,Family,Genus,Species,Outcome_Binary,Outcome_Count,binom,AdultMass_g,SexMat_d,Gest_d,IBI_d,LitterSize,Litters_Yr,BirthWt_g,Wean_d,WeanWt_g,MaxLong_m
Scandentia,Tupaiidae,Dendrogale,melanura,0,0,Dendrogale melanura,59.99,109.7675621,47.52136524,57.20915875,2.117796766,3.56698132,8.823009536,29.05257356,45.24642247,60.51747757
Scandentia,Tupaiidae,Dendrogale,murina,0,0,Dendrogale murina,49.99,109.1767558,47.25402501,57.5166635,2.110504003,3.646940767,9.061141622,29.61927481,43.48946885,62.22629196
Hyracoidea,Procaviidae,Dendrohyrax,arboreus,0,0,Dendrohyrax arboreus,2981.11,510.44,229.06,379.8621114,1.51,0.987911605,380,152.08,912.5464457,147.6
Hyracoidea,Procaviidae,Dendrohyrax,dorsalis,0,0,Dendrohyrax dorsalis,3174.99,439.01,236.57,368.6882151,1.22,0.991403268,200,89.97581543,877.086656,120
Diprotodontia,Macropodidae,Dendrolagus,bennettianus,0,0,Dendrolagus bennettianus,10458.82,709.1330516,34.1429673,365,1,1,0.670447402,717.95,2900,240
Diprotodontia,Macropodidae,Dendrolagus,dorianus,0,0,Dendrolagus dorianus,8976.58,524.5280903,32.81957867,341.3500144,1.01,1.098576772,0.500130307,598.29,1182.910081,96
Diprotodontia,Macropodidae,Dendrolagus,goodfellowi,0,0,Dendrolagus goodfellowi,7948.78,690.0537612,37.94,351.6826642,1,1.015347536,0.850227737,359.99,1953.439584,252
Diprotodontia,Macropodidae,Dendrolagus,inustus,0,0,Dendrolagus inustus,12625,578.24,34.04924796,370.7446545,1.11,1.015748846,0.614234611,538.46,1800,240
Diprotodontia,Macropodidae,Dendrolagus,lumholtzi,0,0,Dendrolagus lumholtzi,6649.97,816.35,33.80373375,435,1,1.015748846,0.58519313,539.29,1299.99,220.3618702
Diprotodontia,Macropodidae,Dendrolagus,matschiei,0,0,Dendrolagus matschiei,8293.4,949.16,33.95,410,1.01,0.99212577,0.719469741,509.1,1873.247526,286
Diprotodontia,Macropodidae,Dendrolagus,mbaiso,0,0,Dendrolagus mbaiso,9395.06,593.158316,34.4447268,366.4902653,1.01088737,1.060496127,0.585944985,478.7979328,1505.941954,190.8343339
Diprotodontia,Macropodidae,Dendrolagus,pulcherrimus,0,0,Dendrolagus pulcherrimus,9038.123912,559.6651083,33.54684703,337.4369143,1.009135691,1.078473709,0.536691469,464.7698485,1205.501919,170.9508792
Diprotodontia,Macropodidae,Dendrolagus,scottae,0,0,Dendrolagus scottae,9958.58,644.5423126,33.59052506,365,1.01,1,0.608391702,508.0323168,1570.216905,202.7483522
Diprotodontia,Macropodidae,Dendrolagus,spadix,0,0,Dendrolagus spadix,8468.2,560.9544538,33.52144726,321.0126883,1,1.10523172,0.533618514,402.5040745,945.25,150.6575672
Diprotodontia,Macropodidae,Dendrolagus,stellarum,0,0,Dendrolagus stellarum,9380.420865,568.192133,34.07224886,359.9114655,1.009633005,1.064644156,0.581880389,494.870102,1307.084264,181.3366396
Diprotodontia,Macropodidae,Dendrolagus,ursinus,0,0,Dendrolagus ursinus,13249.99,670.8112214,34.59559232,370.1631791,1.01,1.022203303,0.647079341,483.7415508,2101.784594,242.4
Rodentia,Nesomyidae,Dendromus,insignis,0,0,Dendromus insignis,15.48930091,92.78418601,25.23827187,74.75961748,3.992084039,2.285440664,1.571280544,27.31468636,14.01158887,43.48997922
Rodentia,Nesomyidae,Dendromus,kahuziensis,0,0,Dendromus kahuziensis,14.25483907,102.5036317,25.38424111,74.00889826,3.49,2.241019884,1.5436666,27.35317911,11.84472809,43.40701229
Rodentia,Nesomyidae,Dendromus,leucostomus,0,0,Dendromus leucostomus,15.70367148,94.9867171,25.04615557,74.96331313,3.935176844,2.285440664,1.558606307,27.32993625,14.01158887,43.67992392
Rodentia,Nesomyidae,Dendromus,lovati,0,0,Dendromus lovati,12,91.56735963,25.46528021,71.53142059,3.733700255,2.288134111,1.463089872,27.36218303,11.26227517,41.78282396
Rodentia,Nesomyidae,Dendromus,melanotis,0,0,Dendromus melanotis,9.1,96.06776802,25,74.17762581,3.97,2.263782488,1.380429711,28.2009,11.03080369,50.4
Rodentia,Nesomyidae,Dendromus,mesomelas,0,0,Dendromus mesomelas,10.2,98.09209137,25.29304402,72.27717221,3.94,2.258661331,1.404185205,27.1993263,11.06701189,39.6
Rodentia,Nesomyidae,Dendromus,messorius,0,0,Dendromus messorius,22.37623658,105.6327432,25.85213911,75.28364977,2.95,2.196046026,2.091192606,26.55179066,17.95136044,43.63181499
Rodentia,Nesomyidae,Dendromus,mystacalis,0,0,Dendromus mystacalis,8.17,102.3510271,25.40966749,75.83950603,3.45,2.235713917,1.401510017,26.73235833,11.07151722,43.98926004
Rodentia,Nesomyidae,Dendromus,nyasae,0,0,Dendromus nyasae,16.30399534,94.36763148,25.11779464,71.58562168,3.804731072,2.276769301,1.505155811,27.41211148,14.22394413,41.14485977
Rodentia,Nesomyidae,Dendromus,nyikae,0,0,Dendromus nyikae,15,100.9897679,25.21298944,75.92615304,4.62,2.219989842,1.4755204,27.43017368,12.64321295,42.96079514
Rodentia,Nesomyidae,Dendromus,oreas,0,0,Dendromus oreas,16.94413588,94.7271286,25.15632239,71.84657563,3.910468012,2.269653972,1.565014045,27.36161371,14.66396486,41.79871033
Rodentia,Nesomyidae,Dendromus,vernayi,0,0,Dendromus vernayi,16.07482623,100.1207435,25.20723141,72.02391854,4.073258548,2.240194071,1.450894957,27.34902435,13.44467182,42.4440954
Rodentia,Nesomyidae,Dendroprionomys,rousseloti,0,0,Dendroprionomys rousseloti,35.24133251,88.39238112,25.60613512,69.17951883,3.557460364,2.40105344,2.149152177,27.53492176,20.843819,41.79116065
Rodentia,Muridae,Deomys,ferrugineus,0,0,Deomys ferrugineus,57.6,74.97569165,27.14653008,36.78718977,1.7,3.814467199,4.411627283,24.2700661,20.95096327,44.60690061
Rodentia,Muridae,Dephomys,defua,0,0,Dephomys defua,43.05,77.1512305,26.47453097,35.79835249,2.75,3.490066307,3.589507854,23.06129124,18.7409488,43.82010603
Rodentia,Muridae,Dephomys,eburneae,0,0,Dephomys eburneae,52.5,74.00773258,24.25695959,32.97252201,4.159894764,3.457373253,2.835325366,23.54627846,15.03574161,42.72317128
Soricomorpha,Talpidae,Desmana,moschata,0,0,Desmana moschata,427.64,39.546,46.53,85.11007108,3.63,2,9.068540497,39.7,70.90851361,55.13905423
Rodentia,Muridae,Desmodilliscus,braueri,0,0,Desmodilliscus braueri,10,68.64286717,30.16,32.28845152,2.6,3.610878879,0.9,23.57984563,6.26819707,53.1840122
Rodentia,Muridae,Desmodillus,auricularis,0,0,Desmodillus auricularis,54.81,87.19611576,27.11,41.18390307,2.62,2.942459835,2.84,32.99,15.77513476,73.2
Chiroptera,Phyllostomidae,Desmodus,rotundus,0,0,Desmodus rotundus,33.16,285,209.35,288.95,1,1.26,6.94,253.01,20.57473178,234
Rodentia,Muridae,Desmomys,harringtoni,0,0,Desmomys harringtoni,89.99,75.19906907,26.7749865,46.29138697,2.925412314,3.682642476,5.377492725,22.05249076,32.72302835,45.19022658
Rodentia,Muridae,Desmomys,yaldeni,0,0,Desmomys yaldeni,56.6242965,73.54909163,24.52773258,33.57458797,4.180036029,3.497293612,3.323848765,23.42331287,18.33369187,43.06875641
Chiroptera,Phyllostomidae,Diaemus,youngi,0,0,Diaemus youngi,36.71,292.0444878,115.9394734,184.253423,0.992422477,1.883648451,6.773192237,49.87970193,16.29073059,113.5100995
Perissodactyla,Rhinocerotidae,Dicerorhinus,sumatrensis,0,0,Dicerorhinus sumatrensis,1046156.04,2784.26,310.19,1277.5,1,0.3,22849.5,362.93,261234.984,420
Perissodactyla,Rhinocerotidae,Diceros,bicornis,0,0,Diceros bicornis,995940.54,2199.16,466.24,1049.37,1,0.4,34999.99,583.09,426865.48,564
Chiroptera,Emballonuridae,Diclidurus,albus,0,0,Diclidurus albus,16.56,334.4290292,94.3135449,365,1,1,0.51,55.161646,7.394488494,85.02271406
Chiroptera,Emballonuridae,Diclidurus,ingens,0,0,Diclidurus ingens,12.3,329.7239758,103.8322238,179.7219159,0.995375328,1.873535839,1.052076253,58.57544969,6.105535603,85.35179219
Chiroptera,Emballonuridae,Diclidurus,isabellus,0,0,Diclidurus isabellus,12.61,332.8016271,101.9467964,177.8097735,0.994071619,1.873349425,1.059477957,58.6363362,6.048462067,79.32235116
Chiroptera,Emballonuridae,Diclidurus,scutatus,0,0,Diclidurus scutatus,13.62,330.6991113,100.7734125,176.8762089,0.994067562,1.875370598,1.053628175,58.24100084,6.293710118,79.0643947
Rodentia,Cricetidae,Dicrostonyx,groenlandicus,0,0,Dicrostonyx groenlandicus,58.44,38.61,20.84,24.5,3.78,2,4.42,17.42,22.8,39.6
Rodentia,Cricetidae,Dicrostonyx,hudsonius,0,0,Dicrostonyx hudsonius,57,151.6852355,20,54.96352678,3.49,1.5,3.819805034,24.51244329,21.70999851,31.24412595
Rodentia,Cricetidae,Dicrostonyx,nelsoni,0,0,Dicrostonyx nelsoni,58.94953221,45.38035402,20.92966941,21.74622182,4.452567669,2.829127002,3.70516605,18.67197515,21.64118035,36.35129941
Rodentia,Cricetidae,Dicrostonyx,nunatakensis,0,0,Dicrostonyx nunatakensis,54.96805644,47.19622767,20.85245717,21.4719621,4.319996533,3.003610658,3.731203027,18.78120643,21.91043225,33.89871931
Rodentia,Cricetidae,Dicrostonyx,richardsoni,0,0,Dicrostonyx richardsoni,55,91,21,22.29340662,3.5,2.767737906,4,19,22.62058941,24
Rodentia,Cricetidae,Dicrostonyx,torquatus,0,0,Dicrostonyx torquatus,78.77,91,17.08,23,3.85,2,3.05,30.41,25.5,45.6
Rodentia,Cricetidae,Dicrostonyx,unalascensis,0,0,Dicrostonyx unalascensis,86.06250495,66.97407252,21,20,2.79,2.802349412,5.02,21.70039533,26.76474276,36.34823583
Rodentia,Cricetidae,Dicrostonyx,vinogradovi,0,0,Dicrostonyx vinogradovi,63.68121787,52.23148096,20.32659219,22.01394623,3.884217357,2.823625493,3.724815141,19.94158046,22.01676691,33.73866111
Didelphimorphia,Didelphidae,Didelphis,aurita,0,0,Didelphis aurita,1105.88,192.74,13.5220563,119.4289851,6.11,2.179999107,0.150693821,99.71,93.49080675,48
Didelphimorphia,Didelphidae,Didelphis,imperfecta,0,0,Didelphis imperfecta,848.2160067,214.034344,13.55031972,119.9315844,6.558594022,2.161657194,0.155607436,96.52428554,85.10313179,41.86766522
Didelphimorphia,Didelphidae,Didelphis,pernigra,0,0,Didelphis pernigra,825.0975615,211.1093324,13.5869059,121.07429,6.372732705,2.161657194,0.154469506,96.07159262,86.40932615,41.80741656
Rodentia,Cricetidae,Dinaromys,bogdanovi,0,0,Dinaromys bogdanovi,56,149.7469527,30.41,90.61868635,2.5,1.5,4.131629162,27.97031013,27.64007178,53.85733824
Rodentia,Dinomyidae,Dinomys,branickii,0,0,Dinomys branickii,12500,531.5235791,252.74,281.603932,1.97,1.16382917,769.43,15,2033.509302,112.8
Rodentia,Muridae,Diomys,crumpi,0,0,Diomys crumpi,52.25272972,76.68942347,27.48309148,34.30936431,2.1233182,3.92513941,3.696929705,24.96249363,18.97275168,44.46216119
Chiroptera,Phyllostomidae,Diphylla,ecaudata,0,0,Diphylla ecaudata,28.11,246.8455885,115.1280956,167.3431366,0.99,1.982813347,4.8,42.31098479,13.44421863,96
Carnivora,Viverridae,Diplogale,hosei,0,0,Diplogale hosei,3424.157417,419.7001483,62.84882779,197.6020021,2.827075241,1.864152553,98.85398377,73.70893639,691.3733892,141.625715
Soricomorpha,Soricidae,Diplomesodon,pulchellum,0,0,Diplomesodon pulchellum,11,182.1220803,24.1848245,78.68642378,4.99,2.092318747,0.716817174,29.48865256,7.404445066,25.57554166
Rodentia,Echimyidae,Diplomys,caniceps,0,0,Diplomys caniceps,394.49,111.1153142,55.82084449,75.00028683,1.189397454,3.537533184,35.08662397,25.02532428,119.9065568,37.82485871
Rodentia,Echimyidae,Diplomys,labilis,0,0,Diplomys labilis,282.17,111.7188472,55.72,73.78359794,1.18,3.456856694,59.5,23.09662015,108.5800038,49.76500658
Rodentia,Echimyidae,Diplomys,rufodorsalis,0,0,Diplomys rufodorsalis,144.8,114.2494668,50.08144231,70.73880115,1.604822845,3.196620247,10.44403498,26.34782334,48.16217468,46.75083986
Rodentia,Muridae,Diplothrix,legata,0,0,Diplothrix legata,54.17796778,75.92476543,27.3544495,34.27403734,2.142754602,3.902547807,3.83637627,25.13062793,19.2068214,44.20444345
Rodentia,Muridae,Dipodillus,bottai,0,0,Dipodillus bottai,28.98161903,81.19058525,25.12179379,36.77785847,4.091595521,2.733204625,2.223841102,25.53805234,12.60449414,50.54728079
Rodentia,Muridae,Dipodillus,campestris,0,0,Dipodillus campestris,27.58,82.74780678,25.28346381,37.31582598,4.34,2.709836118,2.221690187,25.95093626,12.67814116,50.61492024
Rodentia,Muridae,Dipodillus,dasyurus,0,0,Dipodillus dasyurus,27.5,82.83400899,25,36.58303066,3.88,2.731030903,2.261523283,25.53076767,12.6347958,50.67894796
Rodentia,Muridae,Dipodillus,harwoodi,0,0,Dipodillus harwoodi,29.085433,81.19058525,25.13949141,36.77307725,4.077367154,2.733204625,2.237260704,25.53805234,12.60449414,50.63179266
Rodentia,Muridae,Dipodillus,jamesi,0,0,Dipodillus jamesi,29.86921809,82.23521596,25.25408412,37.1570902,4.193253757,2.721645427,2.26547474,26.03447886,12.60218916,50.59153647
Rodentia,Muridae,Dipodillus,lowei,0,0,Dipodillus lowei,30.09836888,81.20737232,24.96055528,36.7033019,4.077203238,2.699177634,2.269730398,26.01527037,12.60833929,50.82974267
Rodentia,Muridae,Dipodillus,mackilligini,0,0,Dipodillus mackilligini,29.49773005,81.64673288,25.28545227,36.91542823,4.231621942,2.727377535,2.259279238,26.08805375,12.69514793,51.60587938
Rodentia,Muridae,Dipodillus,maghrebi,0,0,Dipodillus maghrebi,32.40109282,81.08642514,25.21621887,36.97323964,4.201949899,2.729772403,2.300080353,25.72595569,12.64328442,49.48362096
Rodentia,Muridae,Dipodillus,rupicola,0,0,Dipodillus rupicola,30.45300471,81.18660996,25.31790382,36.96685408,4.209421121,2.725463472,2.278605853,26.21398937,12.66227298,51.74610183
Rodentia,Muridae,Dipodillus,simoni,0,0,Dipodillus simoni,17.4,97.02,25.54,46.3,4.68,3.16240052,1.749664991,24.48843044,10.00721596,47.44846534
Rodentia,Muridae,Dipodillus,somalicus,0,0,Dipodillus somalicus,29.50287172,81.64673288,25.28156165,36.91542823,4.241114724,2.727377535,2.259279238,26.08805375,12.69514793,51.60587938
Rodentia,Muridae,Dipodillus,stigmonyx,0,0,Dipodillus stigmonyx,29.70138419,81.71477627,25.29205012,36.82006976,4.21572129,2.728216924,2.262589538,26.00749873,12.69514793,51.48157553
Rodentia,Muridae,Dipodillus,zakariai,0,0,Dipodillus zakariai,29.70138419,81.71477627,25.29205012,36.91739045,4.229914911,2.728216924,2.262589538,26.00749873,12.69514793,51.48157553
Rodentia,Heteromyidae,Dipodomys,agilis,0,0,Dipodomys agilis,60.21,210,28.70392611,74.8911622,2.6,2,4.007608919,26.62686027,28.49788432,49.0636858
Rodentia,Heteromyidae,Dipodomys,californicus,0,0,Dipodomys californicus,84.95,116.6438508,28.87612438,67.54046354,2.6,2,4.886542404,24.20606591,34.00002359,44.13637469
Rodentia,Heteromyidae,Dipodomys,compactus,0,0,Dipodomys compactus,49.25,85.19029935,32.22774643,60.53562663,1.94,2.308472208,4.489255544,23.10742817,25.61935448,49.02983124
Rodentia,Heteromyidae,Dipodomys,deserti,0,0,Dipodomys deserti,107.63,50.88,30.5,69.84619616,3.36,2.5,4.08,24.17,38,103.2
Rodentia,Heteromyidae,Dipodomys,elator,0,0,Dipodomys elator,105.82,100.3806214,28.77445493,62.2514016,2.91,2.201625648,5.117644732,26.93496016,36.04937542,56.90366291
Rodentia,Heteromyidae,Dipodomys,gravipes,0,0,Dipodomys gravipes,83.96,75.51881644,29.68274871,58.04434295,2.332717072,2.349187869,5.10653453,24.20150709,35.2232706,48.92987377
Rodentia,Heteromyidae,Dipodomys,heermanni,0,0,Dipodomys heermanni,63.08,53.13,30.99,66.30915874,3.11,2,3.7,25.9,36.2,28.8
Rodentia,Heteromyidae,Dipodomys,ingens,0,0,Dipodomys ingens,113.61,101.9184848,27.1133279,78.4050385,4.77,2,4.014176762,32.528,34.88849755,56.95219034
Rodentia,Heteromyidae,Dipodomys,merriami,0,0,Dipodomys merriami,37.91,67.11,30.77,54,2.39,1.75,3.29,20.42,17,24
Rodentia,Heteromyidae,Dipodomys,microps,0,0,Dipodomys microps,56.26,147.92,30.99,365,2.37,1,4,21,21,60.69706018
Rodentia,Heteromyidae,Dipodomys,nelsoni,0,0,Dipodomys nelsoni,87.93,77.6649372,34.32143402,64.20025024,1.94,2.325322916,6.249593341,25.47104275,35.36973366,57.15119437
Rodentia,Heteromyidae,Dipodomys,nitratoides,0,0,Dipodomys nitratoides,41.59,95.24,32.89,62.26952857,2.14,2.272228176,2.96,22.37,20,44.36055339
Rodentia,Heteromyidae,Dipodomys,ordii,0,0,Dipodomys ordii,50.4,86.77,29.69,142.95,2.95,2,4.99,34,25.20910723,117.6
Rodentia,Heteromyidae,Dipodomys,panamintinus,0,0,Dipodomys panamintinus,73.67,40.7628,29.44,70.91877397,3.78,2.280507763,4.5,27.89,33.83450262,57.02430422
Rodentia,Heteromyidae,Dipodomys,phillipsii,0,0,Dipodomys phillipsii,41,95.02825991,29.2613854,62.87336359,2.59,2.049525215,3.206827091,22.70368756,21.566421,42.5831198
Rodentia,Heteromyidae,Dipodomys,simulans,0,0,Dipodomys simulans,57.95076568,110.8144324,29.38834803,59.67159361,2.486223755,2.109841301,4.179784658,22.68324377,25.27168718,47.12814336
Rodentia,Heteromyidae,Dipodomys,spectabilis,0,0,Dipodomys spectabilis,124.61,310.33,23.5,42,2.67,2,7.74,23.47,30.3,36
Rodentia,Heteromyidae,Dipodomys,stephensi,0,0,Dipodomys stephensi,68.49,122.5408904,28.47414719,65.34467526,2.68,2,4.4,19.86,26.5,44.03303236
Rodentia,Heteromyidae,Dipodomys,venustus,0,0,Dipodomys venustus,81.52,143.0573317,35.99235211,114.5755494,1.73,1.5,6.36870232,31.96076395,33.86642695,54.74900964
Rodentia,Dipodidae,Dipus,sagitta,0,0,Dipus sagitta,89,83.655,27.5,71.32770053,3.49,2,3.413301317,28.06821994,29.19648738,59.88813779
Diprotodontia,Acrobatidae,Distoechurus,pennatus,0,0,Distoechurus pennatus,52.74,336.9929605,29.32346647,158.3533288,1.31,2.012407998,0.044855816,95.75789022,13.83449807,24
Chiroptera,Pteropodidae,Dobsonia,anderseni,0,0,Dobsonia anderseni,233.99,557.7937146,143.4493224,201.4719783,0.993997225,1.893572046,46.00762681,132.4309302,105.8035056,217.9221532
Chiroptera,Pteropodidae,Dobsonia,beauforti,0,0,Dobsonia beauforti,165.35,400.0449246,149.7183952,365,0.99,1,33.96141204,113.3065565,96.26693074,205.5154932
Chiroptera,Pteropodidae,Dobsonia,chapmani,0,0,Dobsonia chapmani,219.6174419,457.4716835,142.5368578,201.4353206,0.9869934,1.908752894,40.87622507,115.1059983,97.31537337,214.3053727
Chiroptera,Pteropodidae,Dobsonia,crenulata,0,0,Dobsonia crenulata,218.21,387.3245246,141.3102498,200.0607705,0.984581365,1.935398091,38.92972246,113.5784449,93.09252493,209.9298945
Chiroptera,Pteropodidae,Dobsonia,emersa,0,0,Dobsonia emersa,201.06,356.2342693,139.9547315,188.073994,0.99134325,1.985374356,32.8058901,111.621097,91.68913909,201.0384696
Chiroptera,Pteropodidae,Dobsonia,exoleta,0,0,Dobsonia exoleta,302.03,538.3236784,140.7957868,194.8456744,0.996383968,1.924675577,48.43289211,124.2441681,116.1078734,218.7174983
Chiroptera,Pteropodidae,Dobsonia,inermis,0,0,Dobsonia inermis,152.6,349.6587341,139.6749991,191.9521623,0.99,2,26.55546254,110.7055849,77.46840969,200.6171936
Chiroptera,Pteropodidae,Dobsonia,magna,0,0,Dobsonia magna,465,755.15,146.8418168,205.0487595,0.995851275,1.773356599,58.29230906,165,140.7476915,213.7722866
Chiroptera,Pteropodidae,Dobsonia,minor,0,0,Dobsonia minor,85.95,335.7804919,137.4986605,196.7631393,0.99,2,19.96796744,107.8345286,56.74142024,190.4724114
Chiroptera,Pteropodidae,Dobsonia,moluccensis,0,0,Dobsonia moluccensis,447.64,714.83,156.43,365,0.99,1,73.9,166.2,162,147.6
Chiroptera,Pteropodidae,Dobsonia,pannietensis,0,0,Dobsonia pannietensis,239.19,402.3859622,144.0614858,200.2803879,0.98,1.911002405,40.83366564,119.572207,97.5923037,210.3327659
Chiroptera,Pteropodidae,Dobsonia,peronii,0,0,Dobsonia peronii,226.51,561.8521758,143.2750668,201.7144391,0.98,1.891578019,52.4,128.4666299,106.6145997,214.4426174
Chiroptera,Pteropodidae,Dobsonia,praedatrix,0,0,Dobsonia praedatrix,178.74,328.2737883,139.0746179,191.092002,1,2,32,109.9275152,89.22424278,200.7702337
Chiroptera,Pteropodidae,Dobsonia,viridis,0,0,Dobsonia viridis,240.66,379.3520893,140.8021034,197.3339755,0.991261957,1.952416282,36.3133454,115.276777,94.20593352,200.6005931
Rodentia,Caviidae,Dolichotis,patagonum,0,0,Dolichotis patagonum,8000,216.03,97.97,99.61,1.75,3.5,578.96,76.28,1053.519002,168
Rodentia,Caviidae,Dolichotis,salinicola,0,0,Dolichotis salinicola,1607.6,238.4432565,77.5,100.4857114,1.94,2.834581295,199,45.78677,493.3359826,139.3762217
Carnivora,Herpestidae,Dologale,dybowskii,0,0,Dologale dybowskii,361.92,303.7180661,55.79947212,216.8294748,4,1.871678034,13.1865483,43.80132889,177.9764529,113.0847827
Artiodactyla,Bovidae,Dorcatragus,megalotis,0,0,Dorcatragus megalotis,10918.12,299.5107511,199.7228666,222.3607289,1,1.731049489,923.2063793,69.52964779,3784.878895,168
Diprotodontia,Macropodidae,Dorcopsis,atrata,0,0,Dorcopsis atrata,6198.87,517.3,31.26986837,265.9853516,1.01,1.200669154,0.413133469,362.93,1033.322974,96
Diprotodontia,Macropodidae,Dorcopsis,hageni,0,0,Dorcopsis hageni,5499.99,517.3,30.28820787,252.8834849,1.01,1.330691215,0.408327382,304.99,960.5989135,107.4577867
Diprotodontia,Macropodidae,Dorcopsis,luctuosa,0,0,Dorcopsis luctuosa,4939.56,513.75,30.03528948,191,1.01,1.566166908,0.396145946,300.95,954.1589657,96
Diprotodontia,Macropodidae,Dorcopsis,muelleri,0,0,Dorcopsis muelleri,5370.79,468.3977129,29.74014529,184.2192437,1,1.59494336,0.433599575,269.23,896.0152669,91.2
Diprotodontia,Macropodidae,Dorcopsulus,macleayi,0,0,Dorcopsulus macleayi,2780.54,405.5644079,24.88409089,178.5391028,1.24,1.630676977,0.353590245,237.5556512,723.2565807,94.8
Diprotodontia,Macropodidae,Dorcopsulus,vanheurni,0,0,Dorcopsulus vanheurni,1890.36,424.1709363,25.96161458,178.0681407,1.18,1.631539434,0.363142538,238.936801,511.5627097,89.17657702
Rodentia,Sciuridae,Dremomys,everetti,0,0,Dremomys everetti,129.78,329.3877485,36.73335696,134.2447942,2.588553368,1.858690863,6.892697541,73.36251405,53.63043608,112.0020779
Rodentia,Sciuridae,Dremomys,gularis,0,0,Dremomys gularis,163.5800143,327.2113494,38.11515767,131.7731343,2.639695506,1.902610313,7.206300459,73.48819833,63.80503156,112.1135817
Rodentia,Sciuridae,Dremomys,lokriah,0,0,Dremomys lokriah,226.99,305.2375623,34.22142334,129.016676,3.68,1.851280954,6.860574293,56.15230282,64.78267191,85.2
Rodentia,Sciuridae,Dremomys,pernyi,0,0,Dremomys pernyi,198.63,337.5346526,38.28166953,129.3146294,2.748162774,1.902769849,7.810872608,73.78178276,73.99174484,116.475957
Rodentia,Sciuridae,Dremomys,pyrrhomerus,0,0,Dremomys pyrrhomerus,170.384719,346.7636975,38.0610685,131.3698809,2.66933087,1.878314421,7.708221901,75.46735581,66.4919982,116.9432043
Rodentia,Sciuridae,Dremomys,rufigenis,0,0,Dremomys rufigenis,200.32,323.6310149,38.41050415,131.3598988,2.772136141,1.917714413,7.741152151,72.1847054,69.56633677,114.019769
Microbiotheria,Microbiotheriidae,Dromiciops,gliroides,0,0,Dromiciops gliroides,25,556.85,35.15223915,365,3,1,5.046689715,49.39497628,41.798452,38.4
Rodentia,Gliridae,Dryomys,laniger,0,0,Dryomys laniger,25.91,342.4740022,30.2,365,4.18,1,1.409681454,31.32,15.11569016,64.87490016
Rodentia,Gliridae,Dryomys,niethammeri,0,0,Dryomys niethammeri,27.67950295,179.1079958,26.37626153,92.19779975,4.371272668,1.886774258,1.64026792,33.98073405,15.15675241,73.17783333
Rodentia,Gliridae,Dryomys,nitedula,0,0,Dryomys nitedula,29.5,307.2361029,24.5,365,3.24,1,1.57,31.32,16.00792667,48
Sirenia,Dugongidae,Dugong,dugon,0,0,Dugong dugon,295000,3775.76,372.52,1733.75,1,0.2,23452.07,545.94,164710.9261,840
Carnivora,Canidae,Dusicyon,australis,0,0,Dusicyon australis,5597.42352,353.5465333,61.60240818,210.117911,3.048414076,1.844538209,120.1957565,58.69214772,922.7865636,145.2884678
Chiroptera,Pteropodidae,Dyacopterus,brooksi,0,0,Dyacopterus brooksi,60.25897453,256.1532951,134.408911,179.5504044,1.005511879,2.002357049,11.35101432,74.48321958,33.54656681,98.83030342
Chiroptera,Pteropodidae,Dyacopterus,spadiceus,0,0,Dyacopterus spadiceus,81.1,251.2984644,132.3285069,183.8649145,1.014017854,2.008125765,12.35991137,80.75430552,46.5562625,98.77510584
Soricomorpha,Talpidae,Dymecodon,pilirostris,0,0,Dymecodon pilirostris,15.46,286.3149838,40,365,3,1,1.381956146,27.15507677,14.53305405,43.26988613
Rodentia,Echimyidae,Echimys,chrysurus,0,0,Echimys chrysurus,609.99,99.72748961,57.31647293,74.62038737,1.94,3.765257506,33.41742974,26.44598127,127.5529183,46.66574425
Rodentia,Echimyidae,Echimys,saturnus,0,0,Echimys saturnus,626.89,121.7095076,54.41060627,75.09267996,1.242793772,3.422862576,32.9854031,25.77984036,135.2146295,39.64678944
Rodentia,Echimyidae,Echimys,semivillosus,0,0,Echimys semivillosus,282.36,101.913772,57.59619894,78.98417313,1.652741114,3.583165637,28.60542804,24.75420149,108.9063166,51.25252332
Rodentia,Erethizontidae,Echinoprocta,rufescens,0,0,Echinoprocta rufescens,831.79,220.582433,88.61528876,99.57095022,1.794470619,2.137236223,52.64977565,31.33552629,222.4917972,121.9089596
Afrosoricida,Tenrecidae,Echinops,telfairi,0,0,Echinops telfairi,152.25,278.42,62.54,365,5.49,1,7.49,31.18,50,156
Erinaceomorpha,Erinaceidae,Echinosorex,gymnura,0,0,Echinosorex gymnura,756.53,208.7193737,37.74,144.2855973,1.9,2,14.24,44.05873955,156.6401118,84
Rodentia,Muridae,Echiothrix,centrosa,0,0,Echiothrix centrosa,119.4680682,78.43642405,24.4088103,44.95356248,3.58509278,3.759825993,5.060798578,23.86254838,34.82859836,42.53885874
Rodentia,Muridae,Echiothrix,leucura,0,0,Echiothrix leucura,56.13736754,73.3743076,24.46243034,33.26485135,4.172794867,3.532826393,3.213168734,23.4596438,17.64175668,41.23555922
Peramelemorphia,Peramelidae,Echymipera,clara,0,0,Echymipera clara,1204.61,179.2808145,13.2776109,120,2.2,2.529113341,0.360398158,61.8262933,137.0506711,48.37279916
Peramelemorphia,Peramelidae,Echymipera,davidi,0,0,Echymipera davidi,817.05,155.8610236,13.4737117,108.0304404,2.150793323,2.601986064,0.521525568,53.97756242,130.5178445,47.92649198
